SNCA,APOA4,CHGA,STX1B,MME,MUC6,PM20D1,UCP1,MMP3,KRT20,SYN2,GPC5,HOXC8,APOA1,CXCL12,KRT5,KLK6,EPO,CD38,LTF,MUC5B,KCNQ2,ATP6V1G2,OLFM4,KIF5C,RET,GNAO1,CLDN18,FOXJ1,DNAH11,CA9,SOSTDC1,CDH17,COL2A1,DSCAML1,RIMS2,NPSR1,ACSL6,TLL1,TM4SF4,RBP2,GIF,KRT14,REG4,CLIP4,LIPF,MSLN,RRAGD,CR2,DZIP1,SLC9A3,SLC26A4,SLC15A1,SLC26A3,FGB,KRT16,PDLIM4,DMBT1,FGF8,NEUROD1,IRX2,GUCY1A2,RAB39B,HOXC10,CPNE8,APOB,TFF1,GC,GKN1,GALNT14,LRP12,DNM3,PRKCB,PGC,EHD3,KRT4,PI3,SLC34A2,HMGCS2,LOR,HS3ST3B1,DKK1,COL4A6,PHGR1,TFF2,AKR1B10,PIK3C2G,HYDIN,AS3MT,ISX,CD69,SLC6A19,NLRP2,CXCL5,PRKAA2,HABP2,IL12RB2,EPDR1,EDA,FAM92A1,ITGA9,C2orf40,IGF2BP1,SALL4,POPDC3,REG3A,CD40,SH3GL3,GIPC3,KCNQ3,CNTFR,MTTP,WFDC2,PCSK1N,SMO,GK,ATP6AP1,S100A7,LY6D,AGR2,MUC16,CHST10,TPD52L1,PSCA,PIGR,PRSS1,OXT,PTPN13,REG1A,SLC13A2,ORM1,GFM1,DNAH1,KRT6A,DUOX2,GUCY2C,CTSE,SRPX,MUC4,CYGB,AQP5,BMPER,NPS,ATP6V1G3,CDX1,NMS,REG1B,PLTP,KRT6B,VSIG1,KRT17,SLN,SOX7,RHCG,PPP1R14A,PPM1E,SLMO2,PCLO,MTMR8,QPCT,MAGED1,SCEL,MAP1B,KCNB2,KCNS2,KCNB1,ITLN1,THBS4,SMYD1,LHFP,HTR7,KLK10,SMARCA1,HLX,HMX3,GRASP,NOTUM,OPRD1,RPSAP58,FOXI3,FOLR1,FBLN1,OGFRL1,IL20RA,ZNF518B,FER1L6,LPAR6,DUSP27,DUOXA2,SDK1,NXPH3,FNBP1,DGKB,DCLK2,CXCL17,CPAMD8,MID2,ZNF114,CHST2,CHRDL1,CHP2,SLAMF6,NMNAT2,CD200,FIGN,GAMT,PLA2G7,NPC1L1,ALPPL2,A4GNT,subtype
4.5399,12.8326,9.698,4.0398,7.3384,14.9899,3.1982,0,10.4474,12.672,7.2464,0,5.2576,13.3145,8.1055,0.5403,6.2729,0.9326,7.1155,13.0685,13.6559,0,1.2406,12.8927,3.8254,3.6274,6.2212,15.0509,5.9301,0.9496,11.3954,10.4614,14.0175,0.5403,1.71,0.9326,5.4498,2.2125,4.1547,11.9905,7.6985,11.1386,0.5403,15.5967,6.7023,16.4792,6.7997,6.3633,4.7494,5.6637,11.1233,1.4944,7.3303,9.2327,5.5371,2.2125,7.3221,13.7651,1.2406,3.0478,9.3649,3.6274,4.5115,9.0182,5.4041,10.4064,17.0326,6.3553,16.9745,3.2679,6.1583,6.7086,8.1031,17.0806,7.2507,0,9.7083,7.0576,13.6683,0,4.0791,6.083,6.8742,10.8273,16.1761,14.4229,8.3052,2.5844,4.5152,2.3474,6.7938,9.4147,7.1665,10.586,5.4498,11.1396,4.191,5.7591,6.1117,5.3081,7.0328,2.6898,1.71,6.7148,2.4708,10.1334,7.5733,0.9326,6.9182,4.191,3.5734,11.4469,6.9973,4.5952,6.5637,9.159,12.111,1.2406,2.4708,16.5763,3.4588,4.8887,7.2848,15.0133,14.8086,10.9444,2.2125,6.6769,12.3625,6.7273,12.9452,10.6757,8.4565,2.4708,13.0036,10.8485,15.2515,7.1756,9.3846,9.0232,9.9016,2.9663,0,0,11.7171,0,4.6998,9.6169,5.9408,14.4094,7.7872,0,6.0058,3.5734,5.9084,3.1007,11.2432,8.515,5.2229,7.1296,11.9358,3.5173,9.3728,1.71,3.3344,0.5403,7.3783,5.9722,0,7.4883,2.5844,4.1174,8.7417,6.1491,0.5403,6.7086,6.2212,0.9326,13.2538,0,6.823,9.5555,6.7148,7.3221,6.7819,11.6802,7.7633,3.3344,10.8793,6.3553,3.9578,9.2683,1.71,3.5734,12.5609,6.4999,6.7086,0.5403,8.9255,3.398,8.0422,7.5768,5.8528,5.5788,4.2948,8.8002,8.3114,8.7061,4.0398,7.207,1
6.9431,10.7475,6.7432,2.0851,8.3417,13.6212,1.3069,0,7.9647,9.9782,5.625,2.0851,5.9271,9.6325,6.7901,0.6687,6.364,1.3069,5.7329,10.2946,17.1216,0,1.7478,12.1967,3.3419,4.0032,4.4156,12.2933,7.9233,2.7634,9.3508,4.3124,10.7485,0.3727,1.1238,1.3069,1.1238,3.0653,2.182,9.0734,6.9535,4.5847,0,13.6505,6.6103,9.1466,8.8251,8.3805,6.6447,6.9688,9.9068,8.6639,9.2934,6.9569,8.466,3.7101,9.2798,15.1801,0,1.8692,5.1131,4.6023,2.0851,9.2304,8.9369,12.0708,13.0492,2.5153,10.4023,3.5377,8.1999,6.0669,6.9257,9.9188,5.9131,2.9042,14.3431,10.3041,7.9233,0.9141,2.0851,4.2689,4.4742,8.6666,12.3418,10.5666,8.9738,3.2993,3.5508,2.4389,5.5543,8.9897,9.5901,15.7743,11.0415,10.6395,4.5488,5.2196,3.6772,5.9341,4.998,1.4693,2.0851,6.7512,6.9152,10.8611,6.1943,0.3727,6.3588,7.7563,2.5153,8.8937,12.7017,4.3752,6.8686,9.0758,12.5003,10.949,6.7071,15.096,1.8692,7.9834,8.6698,9.0318,16.0192,6.9705,2.9042,5.1732,13.2937,7.2779,7.3077,10.3125,7.2474,1.7478,14.1373,7.3759,12.6959,5.2756,14.2732,7.8366,11.3147,1.3069,0,0,7.381,0,5.1966,7.2888,7.35,7.5562,7.932,1.8692,9.3322,1.6153,6.0732,3.7536,11.3299,7.5425,2.0851,10.338,11.1456,4.9017,8.9,1.9812,1.4693,0.9141,9.117,1.7478,0.9141,7.1638,0.9141,7.0877,8.0313,5.7878,4.0806,6.4541,5.7955,0.6687,11.9949,0,7.5875,7.4458,7.4604,8.3404,4.8583,10.7987,8.7657,1.3069,11.4037,4.2908,1.9812,7.8104,4.2689,6.2174,8.1333,5.9954,7.5629,1.9812,8.8071,1.4693,6.6103,5.4895,6.8392,5.5723,6.8392,7.6224,6.3536,7.1125,1.1238,2.5878,4
5.9382,3.7648,6.7013,3.6552,7.7642,6.2955,3.3617,0.4129,11.1129,7.9613,6.8076,3.4949,6.862,5.6547,9.6439,1.5794,4.8988,0.4129,7.5437,7.4456,4.4731,4.6549,2.7298,9.8298,6.0361,5.4403,8.6186,8.8496,9.7931,5.7668,3.7865,2.4082,11.7081,2.9313,3.5366,1.9937,0.4129,3.9921,4.8988,5.858,0,6.6688,1.7311,4.2651,7.9165,5.9225,5.2398,8.3739,10.1295,8.0629,2.3152,3.1625,4.7645,1.2176,7.6499,0.4129,8.5577,11.0462,0,4.5155,7.014,7.7013,5.1348,11.1023,8.8985,8.1715,3.3617,3.6168,0,8.7127,8.6944,6.065,8.8075,10.9366,9.0711,6.0361,5.7905,8.8589,9.9453,0.4129,4.5769,9.0826,4.5769,1.2176,6.5616,1.2176,4.314,7.3725,5.6452,7.4994,6.155,2.8002,13.4044,13.3088,8.9135,3.6927,8.0505,9.9395,7.6921,7.5691,8.5551,4.3843,11.4969,10.1958,7.3754,9.7637,9.2908,4.1885,7.7488,5.0508,4.1885,5.9459,9.4835,8.9765,10.0662,6.7287,11.1738,5.1073,0.7336,10.076,4.7468,6.2955,9.2592,3.2149,13.1521,3.9921,3.7648,9.0214,15.6653,0.7336,3.5366,10.3192,7.3315,1.2176,7.1913,8.1498,7.2237,7.4808,5.4292,9.8277,3.1625,2.8002,0,0.4129,7.6283,0,4.7993,12.0685,0,7.986,8.2253,1.5794,8.0986,4.7468,7.3982,6.3974,11.1346,9.0958,1.7311,8.2172,11.3532,1.9937,10.1502,1.4098,2.578,2.3152,8.8568,10.2642,3.1081,9.0223,2.6559,4.0219,9.371,7.6546,0,7.7421,6.2396,1.4098,11.8581,3.6168,8.8814,11.9748,7.8661,5.8906,9.355,1.2176,8.0631,4.7468,5.4727,8.2863,5.9614,10.522,3.0515,6.4402,9.757,8.0397,7.8844,6.4511,8.523,7.8054,4.7645,7.5152,7.1549,8.0269,7.3982,7.6898,8.1329,9.4988,10.0387,1.4098,1
1.1754,0,0,2.9154,5.8551,2.5931,0,0,7.4855,7.4773,0,0,0.8116,2.0073,7.7679,0,10.9159,0,3.9864,0.5882,3.8917,1.4657,1.6757,16.9654,3.6237,1.9141,2.3298,12.3528,2.5316,0,0,2.1775,4.6818,0,0.3239,0,9.5426,2.9154,1.1754,5.7645,8.8291,5.5409,0,5.6243,3.7904,0,7.8505,4.159,0.5882,4.2115,9.449,0,0,0,5.3759,1.3278,7.1338,16.2643,0.3239,0.8116,0.5882,4.2381,1.8143,0.3239,3.7639,0,3.0086,2.4674,0,2.3298,4.5329,2.7632,5.3041,15.6724,5.9983,5.2669,6.3089,0,5.4853,0,2.2557,9.3072,5.2479,6.6535,0,8.9442,6.1846,0.8116,2.0359,0.8116,4.1177,0.3239,0.8116,5.1694,0.8116,10.3058,3.842,3.2942,2.5931,7.9241,5.4358,0,2.3298,1.7072,0,11.5369,7.2974,0,5.7975,0.3239,0.8116,1.0049,2.4674,1.0049,4.0092,8.6822,11.9375,1.3278,4.7908,13.6507,4.8038,3.6529,2.0073,3.6529,7.9884,3.4351,0,3.8164,14.6089,1.9141,0,10.9046,7.2265,1.1754,1.9141,3.6529,12.9751,2.8157,2.4674,8.3181,4.4016,2.8157,0,0,4.3843,0,5.219,6.5135,6.6786,9.1117,3.6529,0,6.028,0.3239,3.8671,2.0718,11.5715,0.5882,5.6243,2.7632,7.0012,8.8716,7.8568,0.3239,1.8143,0.3239,1.0049,0,1.3278,7.1896,1.9141,8.3317,6.0864,5.1993,0,4.9043,11.0705,0,12.5932,0,1.7072,5.5094,5.1592,9.1772,4.0753,0,9.6967,0,0.5882,7.3848,0.8116,9.4407,0,2.9154,5.2856,3.6529,4.2572,1.3278,6.4401,0,2.1775,4.0753,3.0961,5.0318,1.5915,7.3695,5.8361,8.1569,7.5195,5.9285,2
6.0778,11.9377,9.5352,4.1797,10.0951,14.5571,1.8969,0,7.2028,12.9777,5.5641,1.3542,4.7997,10.3447,8.6279,6.3566,10.5209,0.4743,5.491,9.5659,11.3362,1.116,3.6189,14.9666,4.8197,5.4141,9.675,11.7488,6.5123,4.9587,8.8925,7.837,12.3666,2.7734,3.791,2.1707,1.7376,3.5245,6.3219,10.3927,7.9112,7.9344,5.0405,13.3825,9.1926,10.6596,11.3425,8.6671,7.73,8.4702,8.5552,3.6639,9.688,11.1818,6.7395,5.3048,10.2749,13.4288,0,2.2903,3.0694,5.6448,4.0159,7.7484,8.1072,13.6538,13.0924,7.6679,14.6266,7.6512,8.4059,7.6372,8.1092,15.5424,8.7253,6.5843,10.122,6.7809,11.6032,0,6.2126,8.0341,7.0203,10.1185,12.6298,11.524,8.9024,5.2468,6.619,7.1524,7.2142,10.4085,4.8395,5.0908,7.8924,9.2454,3.6639,9.9869,7.1165,6.3497,8.7684,6.0943,10.2038,8.7253,4.4085,8.921,10.2511,0.4743,6.9808,4.0837,5.9833,10.3784,11.6138,9.7493,9.9213,8.2779,12.0569,2.7734,5.1234,13.1239,7.3818,7.6844,7.782,12.6136,15.4304,4.0502,2.929,7.7588,12.1663,9.973,2.5033,10.0992,6.7551,6.0442,10.0832,9.1378,13.7013,7.9526,7.984,9.9808,9.2518,4.3818,0,0.4743,8.6222,0,0,12.3909,5.7319,10.404,11.5496,0.8305,7.0671,3.8699,6.7655,4.2866,11.1785,8.4611,4.0502,10.4982,12.3806,4.1484,11.1259,3.6189,3.1973,3.0694,7.556,10.982,4.4857,9.9322,1.8969,7.6734,10.1803,7.8098,0,8.0742,7.0754,0.4743,11.6595,1.5587,3.5245,12.6105,7.9159,7.218,7.3717,9.7512,8.5174,1.7376,6.7889,8.5774,6.8555,10.6439,1.8969,7.2915,9.5177,5.6671,9.183,2.5033,8.256,8.0596,9.5981,6.3971,4.5349,7.4982,6.5547,7.1642,7.0671,10.0566,3.0009,5.5641,1
3.5774,10.1687,8.1957,2.0444,8.6262,16.9016,2.5078,0.8328,8.0266,11.499,3.2621,0.4757,5.9887,8.6572,7.8931,0.4757,8.3225,0,5.3794,9.9376,16.1137,0,2.0444,14.7938,3.7125,3.0741,6.0237,14.9803,8.639,2.5245,13.6186,7.1218,11.8438,0,0,0,6.8015,1.5622,4.1535,12.8479,6.6526,1.3576,0.4757,16.9761,7.0766,14.4861,13.9627,6.4866,5.7582,6.7007,5.096,3.375,7.7141,10.2907,0.8328,6.2553,6.9906,13.3681,1.119,2.6036,3.1395,4.611,2.4051,9.2047,6.041,11.0613,15.66,7.2643,13.5073,2.1749,6.9086,5.5088,7.2969,17.8914,7.588,0,8.6739,8.571,12.2194,0,5.4455,6.041,8.8006,10.8553,15.5889,12.9736,10.0834,2.6935,4.0888,4.2455,6.1796,12.5698,10.6671,6.6071,2.7781,10.0992,2.6935,6.5115,6.5541,5.5454,7.588,3.796,0,3.5774,0,10.6754,6.9086,0,7.4973,3.5774,5.7478,8.6234,8.9089,3.2621,7.0641,7.2158,11.4619,0,11.8613,17.694,0.4757,5.6943,8.6586,15.3872,15.1731,9.6071,2.1749,6.3202,15.5095,8.9206,1.9009,10.2258,8.6808,1.7414,12.8097,9.8542,14.5825,6.3823,12.7297,9.9967,12.2458,3.6689,0,0,8.6904,0,8.2223,10.214,3.7549,14.7946,11.2148,0,7.7354,3.0056,6.3958,2.2761,10.8196,4.1849,4.1849,5.2958,13.9056,6.8065,9.8141,0,1.7414,1.9009,10.0338,5.8587,0.8328,9.2057,2.6935,10.8304,9.2133,6.941,0.4757,6.8364,7.6284,0.8328,13.4589,0,10.8164,8.5798,7.7899,9.0075,6.0664,11.3862,8.1976,2.2946,10.4105,8.3812,4.2749,8.9019,2.2946,3.9498,10.7222,5.6275,7.085,1.3576,8.6474,3.6239,7.3005,5.2222,5.9527,6.0063,4.6564,4.7219,7.5067,10.0509,2.6935,6.4289,3
1.1665,0,1.1665,2.7673,4.3865,11.9399,0,0,6.4479,12.1409,8.0332,0,7.3617,3.8356,6.8151,10.3141,7.041,1.8029,4.7623,1.4112,11.9462,0,1.6204,13.5891,1.1665,1.6204,5.5434,15.374,8.6141,2.6086,10.2415,8.2766,13.4967,0,0,0.8717,4.328,1.1665,2.2431,7.9018,1.6204,0,9.8802,17.4089,6.5663,0,12.349,5.5689,2.3643,3.2169,9.1517,4.1708,6.5663,0,0.8717,10.516,6.1352,9.2655,3.3981,0,10.323,0.8717,2.4761,10.8993,4.6475,0.5007,15.8728,4.1372,5.8948,1.4112,3.6573,4.6475,6.952,7.163,5.2132,3.5075,8.1746,7.9437,12.6741,1.8029,1.965,7.3653,2.8527,11.3568,13.2995,11.4313,9.4124,1.965,4.1708,0,5.3368,10.036,11.2659,8.5145,2.1107,9.4062,2.3643,5.2608,2.4761,6.1771,4.2036,6.699,7.9192,8.3844,0,9.3983,7.1462,0.5007,5.3368,2.1107,0,2.6766,8.8399,4.4699,4.574,7.0769,12.9931,9.1544,8.2354,16.723,9.0373,3.2169,3.5075,12.0569,14.2471,8.0849,3.5591,7.9241,10.3585,2.4761,0,10.2037,7.4533,10.6687,8.9922,8.8425,15.1857,3.151,9.1627,8.0102,10.9379,0.5007,0,0,9.2567,0,0,10.5225,8.849,13.08,9.7269,0,6.8286,8.6368,6.1266,3.2915,11.8284,9.5545,1.1665,8.5848,10.3402,3.2169,7.3797,1.4112,0,0.5007,3.7492,2.7673,0.8717,6.1521,1.8029,8.2823,5.2132,5.2608,4.7841,5.409,6.7937,0,14.5912,0,3.5591,8.1132,5.7466,8.9589,4.2672,10.5827,8.9273,0,7.0088,6.0014,3.5075,8.608,0,3.4538,10.2832,3.5075,6.5083,0.8717,6.2018,3.5075,0,5.4643,7.2243,5.6306,1.1665,6.8826,6.1936,8.3772,5.1471,8.3407,1
5.0738,3.8147,3.2802,4.9773,6.8905,13.3641,1.6684,0,11.8398,1.6684,4.9773,3.8147,7.0173,5.9542,9.021,2.4215,2.9138,0,7.8711,6.1878,6.144,0,4.3651,13.5724,6.9426,5.4781,6.5314,15.9024,8.3276,3.8566,5.8847,5.1642,11.5022,4.3651,4.6418,6.0041,5.5469,2.9138,6.3116,0,2.9138,4.0224,2.9138,15.0024,6.3507,5.4058,4.7626,7.8844,5.2493,7.0537,6.2302,4.3651,4.2039,3.8147,3.8147,2.4215,8.1837,15.6636,2.4215,4.7626,3.5721,4.7626,5.5469,7.5904,6.5978,7.1778,10.9868,0,2.4215,4.3651,7.9108,6.9426,9.0976,15.8513,7.5064,3.5721,13.8589,3.8147,13.3211,2.9138,4.2039,3.5721,4.6418,0,10.2487,13.1222,9.989,6.8088,7.1994,4.7626,6.9679,10.9696,5.0738,13.4539,6.9679,6.0887,6.0522,5.8491,7.3418,7.574,5.6127,2.4215,6.2715,5.0738,4.3651,2.9138,8.4585,4.5101,8.2471,4.0224,2.4215,4.5101,8.0596,2.4215,5.5469,9.7101,12.0967,1.6684,2.9138,15.2982,8.5535,6.4257,4.2039,7.6542,15.1938,5.4781,5.5469,5.7935,9.6912,2.9138,3.8147,10.9602,5.5469,1.6684,5.1642,6.9928,14.2217,4.0224,7.1337,9.7463,4.2039,4.5101,0,0,5.4781,0,5.0738,11.9638,3.5721,10.6082,4.0224,0,7.5083,1.6684,4.0224,6.0041,12.6584,8.0238,5.2493,7.065,12.9306,3.8147,9.3204,4.3651,3.8147,5.6755,4.2039,6.3507,4.6418,7.8576,5.5469,4.9773,7.7002,7.4173,2.4215,6.3116,3.5721,3.2802,13.6096,0,4.7626,8.792,7.38,7.3418,7.2206,5.4781,8.5866,5.7357,3.5721,6.7221,5.0738,9.7833,5.7935,4.9773,4.3651,6.5314,8.6815,4.5101,8.298,5.9542,3.8147,7.5064,6.144,8.4038,5.6755,5.6127,9.9704,5.0738,4.0224,5.7357,1
7.2514,2.1764,12.2427,3.7732,10.284,13.3107,2.4793,0,14.1749,7.7625,2.4793,0.4351,0.4351,2.5676,9.9288,3.697,7.2447,1.7925,7.4933,9.3477,14.9391,4.3725,3.2524,14.8019,5.1061,9.4412,7.2414,12.886,9.3469,1.8172,8.0351,4.7762,12.277,0.7689,1.6379,0,5.5901,1.6379,5.0459,6.4176,0.4351,8.2111,2.3852,11.3067,7.238,4.0123,13.0372,6.8681,9.8567,7.5235,5.273,3.9146,5.0459,2.1764,1.7925,8.7708,8.8245,14.571,0.7689,0.7689,8.4708,5.8587,4.0739,0.4351,7.0668,4.8485,12.5694,5.9923,5.0913,3.6573,8.5783,6.0239,9.1248,10.2275,8.32,1.0399,10.7294,9.8352,11.4984,0.7689,6.4985,3.8806,5.3372,8.5596,11.6744,9.1211,3.697,1.2679,3.9237,6.7314,8.2683,11.6477,2.2846,13.3826,4.1616,5.299,4.3226,7.5212,6.3569,7.5887,7.9343,3.3438,1.9321,4.7001,4.297,12.2215,8.0595,0,8.0709,3.3929,7.6148,0,13.9877,4.133,7.385,9.3632,11.872,7.5157,7.8619,16.0951,6.274,6.3382,9.1392,10.9359,14.8769,4.4674,1.2679,6.5481,16.2938,1.7925,5.9018,10.5268,7.8792,8.0765,13.5929,10.8352,11.5863,8.4593,14.8589,10.478,4.9004,4.297,0,0,11.4127,0,13.5838,9.9719,6.4353,11.2288,9.3678,4.9173,8.2282,3.2929,6.855,2.2433,10.796,2.5676,4.8833,7.3134,10.4717,3.2401,10.8771,3.7356,3.0073,0.4351,12.0122,8.3883,0.7689,9.0004,4.0739,10.0734,8.6034,8.2349,0,8.2299,5.299,0,12.701,0,4.4674,10.9023,7.7672,7.7198,8.2043,11.087,8.4679,9.5804,11.5803,8.9914,4.7575,10.2122,3.7732,6.1364,11.2112,7.6148,7.7718,2.1764,10.1709,5.0913,8.6254,7.4328,6.1721,8.7545,4.4901,5.4226,9.3414,3.3929,3.6164,1.6379,0
5.9482,2.9112,3.6806,4.943,5.9482,11.1043,2.3439,0,5.071,10.3336,0.8602,1.3954,5.5691,3.7695,8.7695,1.9462,6.1849,0.4933,7.2694,5.5314,14.6298,1.1525,3.3752,13.2323,3.7257,5.8394,7.142,16.0671,1.9462,4.9416,8.3705,5.2822,10.0089,0.4933,1.3954,0.4933,6.6565,3.1286,3.5858,9.2147,0,1.7849,2.0913,13.4718,10.1925,0,12.0333,9.0842,5.1885,6.4892,7.8327,2.8309,6.708,0.8602,2.7457,6.5157,8.1073,9.9121,1.1525,1.6033,8.8237,3.4308,4.6931,7.2694,8.0793,5.267,14.8767,2.4553,9.2993,7.5366,8.5119,5.7328,9.2614,12.5566,8.5595,4.4184,9.8299,5.5691,6.8826,1.1525,6.5221,10.7328,7.4213,6.1604,14.6461,10.113,7.8307,3.1943,6.1849,3.3752,7.4585,7.7095,9.8408,10.7137,8.8971,8.4408,5.2972,7.0781,8.0901,7.0954,8.3519,5.6993,8.8028,4.5498,0.8602,3.9325,8.8405,1.1525,6.0042,2.3439,5.4927,1.7849,8.3118,2.3439,7.7728,7.1991,11.8334,2.8309,5.2972,15.6346,12.2348,6.9024,7.8939,15.4193,15.9936,5.7548,2.5588,6.9073,8.9179,3.2571,1.6033,9.9969,10.1829,3.8533,14.2287,5.4664,14.8645,6.7136,14.2137,9.3812,10.0969,2.9874,0,0,6.067,0,0,10.2482,2.5588,14.1463,7.8256,0,8.7171,2.9874,5.4927,3.3174,10.8721,7.0473,5.3121,8.5087,12.277,7.3545,9.5489,0.8602,3.7695,4.2739,9.698,2.5588,0,7.7565,3.9325,11.1984,9.5132,6.7359,0.8602,5.6879,3.1286,0,12.86,0,9.5953,10.5837,8.924,8.607,9.2008,12.4539,8.2818,0.4933,10.7575,8.2762,4.8025,10.6084,2.0913,5.4796,11.5749,6.5786,9.2691,3.8934,8.3228,6.6448,1.9462,7.7318,8.4941,5.4259,5.7764,10.2095,9.9036,12.3264,5.8291,5.6879,1
5.0252,1.4512,0.4296,3.7535,7.4292,1.4512,2.1598,0,8.134,9.6782,2.0432,0,4.1972,1.6235,8.1125,2.0432,3.8259,1.029,7.627,5.4598,11.1036,5.621,4.3522,6.6567,3.2737,2.5499,6.5908,7.3113,8.8144,2.1676,7.9047,1.7774,12.8816,0.4296,1.7774,2.2677,3.5549,3.3246,3.7159,6.6165,3.1095,0,2.8567,13.9797,6.9396,0.4296,11.0084,6.9396,4.6796,6.0632,1.7774,3.8607,1.4512,6.715,3.1095,3.7901,7.4146,5.5264,0.7602,1.4512,2.368,3.1095,4.5993,3.2211,6.7387,2.2677,11.7546,9.5452,0,1.7774,6.847,3.9605,8.5139,2.7859,6.8426,0.4296,7.8516,2.7859,1.029,1.029,4.8627,1.4512,3.8259,10.7572,4.4239,7.5463,9.2651,4.2242,3.927,6.9558,7.5649,6.6518,4.7557,7.6694,4.3765,3.5549,5.5155,6.6216,7.1338,5.4484,6.3726,5.8465,4.2507,3.6377,0.4296,0,8.4177,1.7774,5.671,2.0432,1.2554,4.7557,0.7602,2.0432,5.7475,8.5016,11.3443,0.7602,4.1415,14.7173,4.3275,4.9624,4.0234,11.3185,14.121,5.6905,2.0432,5.4484,2.7859,4.737,0,10.321,7.0904,0.4296,0.7602,7.7986,9.0573,5.5046,8.8817,7.9398,0,2.8567,0,0,12.9287,0,0.4296,9.6151,1.6235,2.2677,4.9463,3.1664,6.1888,1.6235,5.6611,3.3986,12.1132,4.1972,3.1095,5.9713,9.1323,0,8.3836,2.5499,1.029,2.7115,0.4296,7.8963,5.0405,7.3424,2.7859,6.5959,8.8785,6.554,0.4296,6.2265,1.6235,2.0432,14.6245,0.7602,2.9242,9.485,7.4205,9.0086,6.3726,4.9784,7.9296,2.1598,0.4296,5.3413,4.2242,9.5984,3.3737,4.1972,5.4935,3.5117,6.3421,3.1095,7.6669,6.7983,2.7115,7.3669,4.2768,7.5516,3.7535,4.8454,8.887,6.8771,1.2554,1.029,0
5.415,0.9304,0,4.8842,5.1829,1.4914,0.5389,0,6.199,1.7069,2.8759,0,6.5452,1.7069,9.3179,7.1062,13.3009,1.4914,5.0512,4.9278,16.1919,1.8943,3.6232,4.1503,3.0438,8.0427,6.3667,6.4587,0.5389,0.5479,14.5025,0.9304,10.1047,0,7.5791,2.2089,0,0,5.3364,13.0435,1.238,1.4914,3.4547,14.396,6.5026,1.8943,14.2628,5.8819,0,7.2474,2.2089,4.2567,0.5389,0.5389,4.2567,7.6588,7.5927,7.3134,0.5389,1.4914,10.8467,4.2221,3.4547,9.4434,6.8641,3.9535,11.818,3.8666,0.5389,4.3873,6.7594,5.8254,6.8068,15.909,7.1528,1.7069,4.8842,5.5606,3.3938,0,3.7256,0.5389,2.8759,8.5991,6.6978,6.8068,4.9491,3.4547,4.2256,0,5.893,9.2594,9.2304,1.8943,4.3558,5.6904,3.7741,7.8092,6.7103,5.4453,6.5382,4.3558,1.7069,5.0708,0,8.2777,6.4587,0,7.3816,0.9304,3.6232,1.7069,4.5908,1.8943,7.2332,8.3048,11.2762,1.7069,8.0151,15.3632,10.0014,5.9256,5.6544,5.2359,12.851,0.5389,1.4914,5.9575,17.9614,2.8759,0,10.4762,9.4415,6.4735,2.9623,4.1131,14.005,7.4468,13.1418,9.4822,10.7231,4.8842,0,0,2.2089,0,7.2802,8.873,12.3014,8.6373,14.7796,4.3873,9.9369,0,7.6128,3.363,11.7567,8.5529,1.8943,5.287,11.9109,6.9773,10.0348,2.0602,1.238,2.8759,0,7.7588,4.2221,9.3025,1.8943,12.9591,7.7159,7.2886,3.9107,7.198,9.6919,0,13.0194,0,4.5908,11.0816,5.8254,4.9908,6.0491,1.4914,9.2412,0,1.238,9.2594,5.8596,10.5899,0.9304,6.3746,6.19,5.4303,7.1014,5.0512,7.053,4.67,0,6.0881,4.3873,7.8607,4.3873,7.5584,7.0182,0.5389,9.2477,1.7069,3
